timestamp_ms,ax,ay,az,acc_mag,acc_change,gx,gy,gz,gyro_mag,gyro_change,hr_synth,ppg_noisy,ppg_clean,ppg_filtered,label,motion_score
1763975462896,0.004,0.008,0.964,0.9640414928829567,0.04082765282707068,-1.171,1.469,0.724,2.013300275666797,0.5264529398585776,70.77,1.1245975498434126,0.7179547686858099,2.011121961564158,artifact_heavy,19.4138
1763975462898,0.003,0.042,0.971,0.9719125475062044,0.007871054623247664,-0.728,-0.501,1.365,1.6261027027835604,0.38719757288323664,72.48,0.83791686005965,0.757811416922328,-0.5937643714232852,artifact_light,12.7896
1763975462900,0.01,0.06,1.007,1.0088354672591562,0.03692291975295181,-1.048,1.148,-0.558,1.6515362545218317,0.02543355173827133,72.19,1.3064194826022923,0.7953598309875699,1.0708696087703038,artifact_heavy,12.2043
1763975462902,0.016,0.026,0.948,0.9484914338042278,0.060344033454928336,-1.14,1.27,-0.772,1.8730947653549193,0.22155851083308753,71.67,1.120004166124622,0.8302307164233109,0.36688542862360507,artifact_heavy,17.6155
1763975462904,0.006,0.006,0.96,0.9600374992676067,0.011546065463378885,-1.247,-0.424,0.755,1.5181600706117917,0.35493469474312755,72.04,0.9893415810631487,0.8626181042878861,-1.6451973925025407,artifact_light,12.2948
1763975463017,0.004,0.036,0.976,0.9766718998722139,0.01663440060460719,2.341,-0.73,-0.146,2.4565213208926155,0.9383612502808238,72.45,1.3689481599459432,1.0030610930517057,0.2038264591638379,artifact_heavy,23.3297
1763975463020,-0.001,0.019,0.99,0.9901828114040356,0.013510911531821712,-0.529,-0.012,-1.825,1.9001605195351259,0.5563608013574897,72.16,1.2570985813710662,0.9953478822624322,-0.2485361533433006,artifact_heavy,16.4155
1763975463023,0.012,0.022,0.998,0.998314579679171,0.008131768275135398,2.539,0.797,0.587,2.7251236669186225,0.8249631473834966,72.25,1.5695589223448858,0.984864356534688,1.176534287875623,artifact_heavy,22.6884
1763975463025,0.023,0.045,0.971,0.9723142496127473,0.02600033006642377,2.448,-1.63,-1.505,3.30372955914978,0.5786058922311574,72.36,1.0477227770754731,0.9717843316021015,0.15091915640854747,artifact_heavy,24.9047
1763975463119,0.001,-0.025,0.957,0.957327007871396,0.014987241741351243,-0.88,-0.272,2.77,2.919123841155082,0.384605717994698,72.35,1.1802752378502417,0.7592615277462997,0.17803867897789827,artifact_heavy,19.9404
1763975463121,0.003,0.078,1.04,1.0429252130426228,0.08559820517122674,2.875,-3.615,0.816,4.690384419213419,1.7712605780583375,72.04,0.7900370030235198,0.7310568184952011,-0.7897796573145046,artifact_heavy,49.7243
1763975463123,0.004,-0.007,0.967,0.9670336085162707,0.07589160452635202,0.723,3.118,-2.879,4.3050312426276305,0.38535317658578894,72.9,1.0654639638352987,0.7019799555683726,0.31843255817241745,artifact_heavy,32.9678
1763975463127,0.012,0.011,0.96,0.9601380109130145,0.006895597603256198,-1.949,-1.066,2.907,3.6586344447074786,0.6463967979201519,71.5,1.044662065720568,0.6730390329407412,-0.21001816874629742,artifact_heavy,25.4467
1763975463222,0.022,0.057,0.957,0.958948382343909,0.0011896285691055386,3.089,-0.409,1.717,3.557708672727434,0.10092577198004449,71.79,0.5714945060238462,0.38771842693953534,-0.7666865702881925,artifact_heavy,18.9168
1763975463235,-0.008,0.024,0.985,0.9853248195392218,0.026376437195312796,-2.713,-1.539,-0.131,3.121866589077759,0.43584208364967525,71.76,0.9482594033061438,0.3488807423581242,-0.51470100891245,artifact_heavy,22.6054
1763975463237,0.011,0.072,0.989,0.9916783752810182,0.006353555741796413,0.173,1.927,-0.161,1.941437354127091,1.1804292349506678,71.32,1.0591012533685875,0.31976023217168537,-0.2821692805281957,artifact_heavy,22.1468
1763975463428,0.003,0.009,0.975,0.9750461527538068,0.016632222527211415,-2.606,-0.852,-3.734,4.632482703691402,2.6910453495643107,72.41,0.4104072476125716,-0.0036915412713465177,-0.7857770042412295,artifact_heavy,51.7361
1763975463433,0.006,0.01,0.991,0.9910686151826219,0.01602246242881511,-0.545,3.866,2.113,4.439341167335532,0.19314153635586973,71.78,0.4186815810806731,0.004233957095194599,-0.32245295797132645,artifact_heavy,25.7304
1763975463436,0.019,0.049,0.923,0.9244949972823001,0.06657361790032179,-1.186,-0.684,1.61,2.1134218698593994,2.3259192974761325,71.2,0.16478041775601698,0.01546638226185363,0.9915907107457982,artifact_heavy,40.4837
1763975463437,0.012,0.047,0.986,0.9871924837639314,0.06269748648163131,0.31,-3.142,-1.322,3.4228567016455713,1.309434831786172,72.21,0.3222582360155163,0.030303758499360733,-1.2667047324815868,artifact_heavy,36.4784
1763975463530,0.006,-0.006,0.965,0.9650373049784138,0.02215517878551765,-0.667,-2.638,-2.146,3.4654363361631675,0.042579634517596165,72.03,0.6515411078191686,0.32055009893646463,-0.4024916689793401,artifact_heavy,19.9685
1763975463533,-0.017,-0.021,0.953,0.9533829241181111,0.011654380860302682,1.242,-9.203,-2.177,9.538191757351075,6.0727554211879085,71.88,0.662696729500068,0.36329285784406623,0.15014948255192195,artifact_heavy,109.584
1763975463535,-0.016,0.011,0.985,0.9851913519717882,0.0318084278536771,3.684,-7.02,4.678,9.205212653708767,0.33297910364230887,71.76,0.8262372018753387,0.40711350443521865,0.279566005231641,artifact_heavy,52.5367
1763975463536,0.008,0.099,0.983,0.988005060715784,0.0028137087439957797,2.768,-3.264,-1.459,4.521526401559544,4.683686252149222,71.32,0.7301421406508332,0.4514395402979483,0.49760719635108025,artifact_heavy,69.7259
1763975463639,-0.002,0.011,0.983,0.9830635788187863,0.004941481896997724,-1.552,-0.119,-5.795,6.000407486162919,1.4788810846033744,72.67,0.671811048299159,0.8734113573539954,0.16703497021524416,artifact_heavy,45.285
1763975463642,0.007,0.036,0.99,0.9906790600391229,0.007615481220336617,-1.277,-3.691,-3.062,4.9628675178771395,1.0375399682857793,73.12,1.3136487718714283,0.9022333254791208,1.0161877338989918,artifact_heavy,35.9513
1763975463643,0.006,0.021,0.984,0.984242348204953,0.006436711834169828,0.295,-1.508,-2.085,2.590041312411831,2.3728262054653086,72.23,1.245886559844119,0.9275282953241265,0.3393019409716388,artifact_heavy,37.3221
1763975463833,0.012,0.014,0.998,0.9981703261467955,0.013927977941842418,-3.751,-2.073,-3.093,5.285260542300635,2.695219229888804,71.21,1.1479235122009146,0.8352750343889799,0.16556252719363485,artifact_heavy,54.7713
1763975463835,0.01,0.006,1.001,1.0010679297630105,0.00289760361621505,-2.453,-3.249,-2.589,4.824534278041767,0.4607262642588674,72.86,0.89912489548511,0.8089740697479834,-0.03012034749635839,artifact_heavy,29.0197
1763975463837,-0.006,-0.016,1.023,1.0231427075437716,0.022074777780761057,-2.01,-3.325,-2.894,4.844683787410691,0.0201495093689239,72.75,0.9995894270428504,0.7817848923928523,0.13048338152477656,artifact_heavy,26.6324
1763975463838,0.016,0.0,0.996,0.9961285057661988,0.027014201777572744,-0.468,-2.195,-1.352,2.620105532225754,2.2245782551849373,72.17,1.164860392447424,0.7540485019237017,0.9255545555128555,artifact_heavy,38.0477
1763975463841,0.004,-0.015,0.994,0.9941212199726953,0.0020072857935035104,-3.125,-2.455,-1.077,4.117350968766204,1.4972454365404504,71.09,1.2763254883507296,0.7261170050011627,0.6173461090583241,artifact_heavy,35.7599
1763975463842,-0.005,0.029,1.019,1.0194248378374935,0.025303617864798178,-0.88,-2.623,2.709,3.8721066617540383,0.24524430701216593,71.93,1.1001482401470455,0.6973480237343209,0.2509094848135437,artifact_heavy,24.3433
1763975463865,0.003,0.032,1.002,1.0025153365410426,0.016909501296450857,-1.842,0.034,-0.131,1.8469653488899027,2.0251413128641356,72.12,1.0855129138561366,0.6288879167749326,0.662929216751543,artifact_heavy,31.1772
1763975464041,0.0,0.009,1.016,1.0160398614227693,0.013524524881726618,-2.484,-0.867,-3.322,4.237644274830062,2.3906789259401595,70.77,0.5194098462140164,0.13099261055269526,0.005614597976462354,artifact_heavy,46.4475
1763975464043,0.006,-0.002,1.03,1.0300194172927033,0.013979555869934046,-1.598,-0.424,1.701,2.3720836831781464,1.8655605916519158,72.95,0.3096781045451809,0.10752265919936235,0.01814298576120721,artifact_heavy,31.914
1763975464045,0.008,0.02,0.998,0.9982324378620443,0.031786979430659,-1.14,0.66,-1.169,1.7611817055602184,0.6109019776179281,71.63,0.5739979214581366,0.08597649276634978,0.794747033442597,artifact_heavy,18.0936
1763975464047,-0.001,-0.0,1.019,1.0190004906770163,0.02076805281497196,-1.262,-0.516,-1.367,1.9306965064452777,0.16951480088505932,72.39,0.3193714022491806,0.0659087793721127,0.7502746011240654,artifact_heavy,13.4254
1763975464141,-0.006,0.016,1.016,1.0161436906264782,0.002856800050538011,0.906,-0.226,-0.116,0.9409399555763376,0.9897565508689401,72.38,0.17426153318563853,-0.002905433089629844,0.6000643773771643,artifact_light,14.8879
1763975464144,-0.005,0.016,1.007,1.0071395136722616,0.009004176954216625,0.891,1.438,-1.306,2.1371385074440075,1.1961985518676699,72.23,0.1231770637587124,0.005497906180680724,0.3567123712677902,artifact_heavy,23.5481
1763975464147,0.006,0.008,1.012,1.0120494059086245,0.004909892236362845,-1.735,0.98,-4.116,4.572972884240623,2.4358343767966155,71.51,0.19875355562140093,0.017223832369190402,0.6448883686159985,artifact_heavy,47.7142
1763975464151,-0.006,-0.055,0.998,0.9995323906707576,0.012517015237866858,-0.377,0.461,-0.07,0.5996248827392006,3.9733480015014226,70.76,0.5806536288182609,0.03217634986448156,0.4838162299769582,artifact_heavy,43.9833
1763975464245,0.003,-0.002,1.005,1.0050064676408803,0.005474076970122699,-0.377,0.415,2.953,3.0057549800341343,2.406130097294934,72.42,0.548866374693654,0.3301441398267618,0.5762150045751995,artifact_heavy,39.6375
1763975464247,-0.003,-0.012,0.989,0.9890773478348395,0.015929119806040837,-0.27,-1.844,0.388,1.9036228618085045,1.1021321182256298,71.57,0.6658693646811559,0.37299205310722505,0.973429384030384,artifact_heavy,22.1323
1763975464248,-0.009,-0.02,1.014,1.0142371517549533,0.025159803920113855,-2.667,2.614,0.251,3.742844640109979,1.8392217783014746,71.18,0.6123368625662045,0.41665680555559687,0.590193515092954,artifact_heavy,39.6224
1763975464277,-0.007,0.009,1.012,1.0120642272109017,0.002172924544051602,-0.621,0.125,2.755,2.826887157280955,0.915957482829024,71.71,1.0324797739735099,0.5472198974839833,0.8182899236148319,artifact_heavy,23.5113
1763975464356,0.01,0.017,0.998,0.998194870754203,0.013869356456698734,0.31,3.912,-0.131,3.9264494139107406,1.0995622566297856,72.41,0.9495547138374637,0.8581996543851096,0.596997149566556,artifact_heavy,32.0148
1763975464433,0.002,-0.035,0.991,0.9916198868518118,0.006574983902391196,-3.323,2.125,0.327,3.957888704852626,0.03143929094188547,71.91,1.2579031463684711,1.004524300241451,0.998638699687236,artifact_heavy,20.7613
1763975464435,0.025,0.045,0.985,0.9863442603878222,0.005275626463989602,1.608,-1.401,5.915,6.287741247856817,2.329852543004191,71.85,1.369313743049104,1.0086276954631286,0.9498200203438204,artifact_heavy,55.2648
1763975464437,-0.001,0.057,1.04,1.0415613280071414,0.055217067619319216,1.73,0.247,1.442,2.2656727477727228,4.022068500084094,71.88,1.6075293258743084,1.0094555227921722,1.164247902630846,artifact_heavy,57.0708
1763975464452,0.013,0.013,0.985,0.9851715586637689,0.056389769343372476,0.203,1.53,-0.329,1.578084281652916,0.6875884661198068,72.15,0.9350489782849674,1.0042329584788992,0.5501489889534346,artifact_heavy,20.4053
1763975464550,-0.006,0.018,0.998,0.9981803444267975,0.013008785763028552,-1.43,-2.363,2.113,3.4775620770879128,1.8994777954349968,72.7,1.5050830294699755,0.8338131620162975,1.436981980053353,artifact_heavy,37.6835
1763975464551,0.001,0.067,1.023,1.0251921771063217,0.027011832679524228,4.295,0.415,0.343,4.328613981403286,0.8510519043153728,72.98,1.1186487568295949,0.8074093512734589,0.5969550096746105,artifact_heavy,32.8548
1763975464615,-0.01,-0.008,1.024,1.0240800749941383,0.0011121021121833774,-3.109,1.087,-2.482,4.124048253839909,0.20456572756337632,72.16,1.2376453957371645,0.6258109221769221,0.39908783096579237,artifact_heavy,22.7771
1763975464626,0.022,0.009,0.983,0.9832873435573144,0.04079273143682394,1.394,2.431,0.465,2.8406376044824864,1.2834106493574229,71.82,0.9090006749038838,0.5960420453815682,0.09742024207120248,artifact_heavy,31.1166
1763975464628,0.006,-0.009,0.998,0.9980586155131371,0.014771271955822729,-1.125,-2.714,-0.009,2.937941796564391,0.09730419208190444,71.28,0.9563290472907008,0.5663461114429978,-0.46584597031421204,artifact_heavy,17.1399
1763975464653,0.001,0.042,1.035,1.0358523060745677,0.03779369056143056,2.906,1.713,1.625,3.744306344304643,0.8063645477402521,72.2,0.6177018192050056,0.4905663505435534,-1.0425504775426813,artifact_heavy,30.5645
1763975464688,0.013,0.002,0.98,0.9800882613316007,0.055764044742967034,-1.674,0.797,-1.398,2.3220441425606015,1.4222622017440414,71.55,0.8466213160935638,0.38291882783244147,-0.323725540329183,artifact_heavy,31.4092
1763975464754,0.016,-0.013,0.98,0.9802168127511383,0.00012855141953760363,-0.453,-0.348,2.037,2.115580771324981,0.20646337123562075,72.79,0.3554602328250568,0.19448032251730282,-1.0142602307352728,artifact_heavy,12.6554
1763975464766,-0.008,0.026,1.007,1.0073673609959772,0.02715054824483898,-1.476,-4.104,4.862,6.53149569394331,4.415914922618329,72.5,0.5042000509903755,0.16097692886575588,-0.5278701524480187,artifact_heavy,79.5317
1763975464807,-0.011,0.042,1.028,1.0289164203179963,0.021549059322019115,1.226,2.141,0.526,2.5226242288537546,4.008871465089555,70.9,0.1877377285731023,0.07255301999157435,-1.5159069482100067,artifact_heavy,54.8567
1763975464860,0.004,0.036,1.018,1.018644196959861,0.01027222335813538,-1.751,-1.127,-1.001,2.310439568566986,0.21218466028676852,72.21,0.33387884139749313,-0.0018891599056647607,-1.0263299033460993,artifact_heavy,14.7013
1763975465065,0.006,-0.008,0.979,0.9790510711908751,0.03959312576898588,0.555,2.415,-1.245,2.7731345080972902,0.46269493953030416,71.61,0.5737240604487245,0.49103666353997916,-1.009811281730419,artifact_heavy,22.4519
1763975465067,0.003,-0.012,0.994,0.9940769587914208,0.015025887600545684,-1.613,-2.562,3.503,4.629969978304395,1.8568354702071046,71.87,0.6337008731134448,0.5361574490469647,-0.8521606346367121,artifact_heavy,43.2208
1763975465068,0.005,0.028,1.025,1.025394558206742,0.03131759941532131,0.478,0.293,1.961,2.0395720139284124,2.5903979643759825,72.73,0.5272206748665432,0.5815069486041796,-0.35816804551582604,artifact_heavy,39.2336
1763975465073,-0.004,0.029,1.005,1.0054262777548635,0.019968280451878595,-1.323,-0.516,0.312,1.453935693213424,0.5856363207149884,72.63,0.8303551375995326,0.6260898649731976,0.36538847917983774,artifact_light,15.1229
1763975465074,0.007,0.024,0.979,0.9793191512474367,0.026107126507426748,-0.407,-0.592,1.625,1.7767211373763752,0.3227854441629512,72.31,1.0987969678947367,0.669398274065243,0.3623883859181839,artifact_heavy,14.7222
1763975465075,-0.0,0.025,1.014,1.0143081385851147,0.03498898733767797,-0.255,-2.806,0.312,2.834784824285611,1.0580636869092357,72.27,1.0514181108494767,0.7112425523005524,0.8389338505049203,artifact_heavy,28.2535
1763975465076,0.009,0.005,0.993,0.993053372180972,0.0212547664041427,-1.369,-0.974,1.03,1.9707199192173401,0.8640649050682707,70.99,1.0232288574933155,0.7506198604616658,1.039699739878828,artifact_heavy,20.6197
1763975465167,-0.0,0.009,1.014,1.0140399400418112,0.02098656786083919,-0.209,-0.501,0.709,0.8929518464060646,1.0777680728112755,71.85,1.7556415694756844,0.9889230580406643,1.0744487772179623,artifact_heavy,17.3411
1763975465169,0.009,0.023,1.001,1.0013046489455644,0.012735291096246826,0.784,-0.485,2.281,2.46025242607339,1.5673005796673254,70.96,0.9817225347279468,0.9989272493029911,0.6476849979883793,artifact_heavy,29.2478
1763975465267,0.016,0.011,1.014,1.0141858803986576,0.012881231453093278,0.753,1.606,1.808,2.5328065461065123,0.07255412003312234,71.23,1.4080752598258877,0.936772676050294,1.0701427132911887,artifact_heavy,14.6777
1763975465268,0.014,0.0,0.996,0.9960983887146891,0.018087491683968504,-1.186,-1.264,0.404,1.7797494205645916,0.7530571255419207,72.6,1.0397094925069448,0.9169025910965183,0.6781279560724537,artifact_light,18.2381
1763975465276,0.007,-0.002,0.984,0.9840269305257859,0.012071458188903206,-0.667,-3.081,5.701,6.5145108028155105,4.734761382250919,71.06,1.2340231892657822,0.8957555300685266,1.056721577286409,artifact_heavy,81.1273
1763975465302,0.001,0.089,1.062,1.0657232286105056,0.08169629808471968,3.211,-2.272,3.228,5.08846627187407,1.4260445309414402,71.57,1.1920307309501137,0.8306216480702344,0.5171732833130139,artifact_heavy,47.8724
1763975465332,-0.003,-0.009,0.989,0.989045499458948,0.07667772915155757,-4.132,1.82,-1.703,4.8255603819660156,0.26290588990805475,71.98,0.9953071543895817,0.7522691468396909,0.09629431685874246,artifact_heavy,34.4246
1763975465390,0.016,0.051,1.042,1.0433700206542262,0.0543245211952782,2.005,-0.791,4.205,4.7252228518875175,0.1003375300784981,73.47,0.7500299728773248,0.5759950530896155,-1.3538301103041464,artifact_heavy,30.0619
1763975465406,0.015,0.028,0.993,0.9935079264907755,0.049862094163450776,0.906,-0.485,0.801,1.302943590490394,3.422279261397123,72.67,0.77181378529021,0.5288638660926898,-1.251391553140437,artifact_heavy,45.7237
1763975465491,0.015,0.033,1.038,1.038632755116071,0.04512482862529554,-0.758,0.232,1.411,1.6184279409352769,0.31548435044488277,71.97,0.6279002389537329,0.27401908739869585,-2.347515204472903,artifact_heavy,15.7595
1763975465492,0.022,0.03,1.0,1.0006917607335437,0.03794099438252729,-0.27,-1.142,2.678,2.923824208121959,1.3053962671866821,71.51,0.5670583949091801,0.245918210815589,-2.0121160413223587,artifact_heavy,31.4672
1763975465577,0.008,0.022,1.005,1.0052725998454348,0.004580839111891111,1.486,-0.287,1.717,2.288810608154375,0.6350135999675839,71.96,-0.029011906764483952,0.04844357940505138,-2.623473843378022,artifact_heavy,18.2523
1763975465578,0.016,0.031,1.012,1.0126011060629945,0.007328506217559649,-0.957,-3.279,3.365,4.794884253034686,2.506073644880311,72.49,0.610094017094592,0.0323190837354515,-0.9071002224371639,artifact_heavy,49.768
1763975465579,0.014,0.03,1.022,1.0225360629337237,0.009934956870729206,0.738,1.545,2.068,2.684826437593313,2.1100578154413734,71.8,0.47525138584539617,0.01864891706993127,-1.419522586185986,artifact_heavy,35.5182
1763975465640,0.011,0.047,1.035,1.0361249924598865,0.013588929526162863,1.349,0.522,4.51,4.736283880850049,2.0514574432567363,72.09,0.41003003215942035,-0.0047971984974079195,-1.1347554405735896,artifact_heavy,45.5549
1763975465641,0.022,0.055,0.997,0.9987582290023947,0.03736676345749179,0.585,2.507,1.884,3.1900987445532154,1.5461851362968337,71.98,0.46535151619611753,0.002520462657287399,-1.4841520528471173,artifact_heavy,35.149
1763975465666,0.005,0.018,1.009,1.0091729286896274,0.010414699687232631,-1.003,-1.432,3.411,3.8329563002987657,0.6428575557455503,72.15,0.43198312528923827,0.03625165589684677,-0.5370975705950976,artifact_heavy,26.6348
1763975465751,0.013,0.074,1.063,1.06565191314988,0.05647898446025268,2.142,1.179,4.846,5.427883657559362,1.5949273572605964,72.52,0.7094492930823447,0.29374911577154655,0.3340058442127094,artifact_heavy,48.7366
1763975465752,0.002,0.002,1.003,1.0030039880279638,0.0626479251219163,-2.957,2.828,-1.169,4.255348869364297,1.1725347881950654,72.4,0.7190206385940277,0.33586387820315444,0.4113143826062975,artifact_heavy,39.2669
1763975465837,0.011,0.017,1.025,1.0251999804916112,0.02219599246364745,-0.484,1.423,4.709,4.9430624110969905,0.6877135417326938,71.86,0.6516502652429192,0.7124886502716206,0.3323820092308086,artifact_heavy,33.812
1763975465842,0.009,0.026,1.002,1.0023776733347565,0.022822307156854738,0.295,1.423,1.426,2.0360329073961454,2.907029503700845,71.73,0.9804393409534784,0.7522048812239337,0.3420834961534973,artifact_heavy,41.5327
1763975465843,-0.001,0.05,1.037,1.038205182032916,0.03582750869815943,-1.491,1.881,5.61,6.101912978730523,4.0658800713343775,71.22,1.0044244315976725,0.7895880440792162,0.1486548480324632,artifact_heavy,74.7511
1763975465963,0.018,0.078,1.014,1.017154855466954,0.02105032656596184,1.99,0.064,1.64,2.57949529947236,3.522417679258163,73.37,1.1194127585609315,1.0089146669987807,-0.5214338039497342,artifact_heavy,50.2267
1763975465964,0.02,0.056,0.996,0.9977735213965141,0.01938133407043996,-0.529,1.454,1.625,2.2437874230862422,0.33570787638611765,71.71,1.6462839527173518,1.0053914435118212,0.7760283625712644,artifact_heavy,16.5141
1763975465965,0.014,0.057,1.005,1.006712471364093,0.008938949967578824,-0.407,0.339,1.594,1.6797041406152453,0.5640832824709969,72.27,1.1459887421381254,0.9988493548104992,-0.4577829303489822,artifact_light,14.9332
1763975465986,0.004,0.042,1.002,1.002887830218315,0.0038246411457778517,-0.071,-0.76,2.098,2.23254227283606,0.5528381322208147,72.18,1.0538032657890337,0.9786531088879885,-0.5686497482691479,artifact_heavy,17.0736
1763975466192,0.008,0.08,1.044,1.047091209016674,0.044203378798358894,1.226,2.263,2.388,3.5109527197044392,1.2784104468683792,72.1,0.6404788312659129,0.44384254241713916,-0.5533565416475124,artifact_heavy,34.7592
1763975466194,0.031,0.074,0.971,0.9743089858971844,0.07278222311948956,-0.758,2.415,0.694,2.62458091892782,0.8863718007766193,72.51,0.8122474177479941,0.413596560684134,-0.6308345116038747,artifact_heavy,29.2648
1763975466195,0.016,0.032,1.002,1.002638519108457,0.02832953321127263,-0.499,2.018,1.717,2.696185082667731,0.07160416373991119,72.02,0.38033019282974195,0.3836908139447474,-0.34635560763240886,artifact_heavy,17.0299
1763975466197,0.019,0.091,1.018,1.0222357849341805,0.01959726582572352,-0.896,-1.356,2.907,3.3304956087645574,0.6343105260968263,72.08,0.5289795126015087,0.3539494635314913,-0.07250342516285346,artifact_heavy,24.9553
1763975466202,0.004,0.065,1.037,1.039042828761163,0.016807043826982504,0.432,2.171,-0.65,2.307025140738609,1.0234704680259483,73.03,0.6256860140019618,0.32408487745856374,0.4049430988162309,artifact_heavy,23.4505
1763975466204,0.016,0.053,0.989,0.9905483329954172,0.048494495765745826,-2.148,1.438,-0.131,2.5882250674931653,0.2811999267545562,72.39,0.48314748783461836,0.2948268552557297,0.06216999995371503,artifact_heavy,20.6026
1763975466254,0.02,0.057,1.0,1.001822838629665,0.011274505634247811,0.768,1.835,0.205,1.9997684866003864,0.5884565808927789,72.27,0.5973730173275857,0.1533129569135173,0.46049106812339907,artifact_heavy,17.0109
1763975466282,0.012,0.05,0.995,0.996327757316838,0.005495081312827055,-2.026,-0.76,-0.116,2.1669637745010872,0.16719528790070082,72.41,0.7712710457194872,0.08948391488574588,0.3879465178246305,artifact_heavy,13.0563
1763975466314,0.01,0.095,1.051,1.0553321751941425,0.05900441787730448,0.524,0.919,0.113,1.0639107105391883,1.103053063961899,72.22,0.5020342889175553,0.03151828713242859,0.2996647272995403,artifact_heavy,22.2505
1763975466392,0.014,0.05,0.99,0.9913606810843367,0.06397149410980574,-1.4,1.362,-2.512,3.1820100565523046,2.1180993460131163,70.97,0.11004475471392877,0.00013990357877742554,-0.195266054510345,artifact_heavy,43.4882
1763975466394,0.016,0.041,1.002,1.0029661011220667,0.011605420037730019,-0.896,0.965,-0.161,1.3266355942759867,1.855374462276318,73.02,0.4807052086664609,0.010090424426323949,0.12654543136482482,artifact_heavy,26.3475
1763975466413,0.017,0.061,1.007,1.0089890980580514,0.006022996935984626,0.234,-1.066,-1.322,1.714291690465774,0.38765609618978725,72.02,0.1713304613030221,0.04042429902590294,-0.30133358760579465,artifact_light,13.0503
1763975466495,0.004,0.053,1.023,1.024379812374297,0.015390714316245724,-0.239,0.507,0.251,0.6141424916092356,1.1001491988565384,72.49,0.6882929404048237,0.2963343485427079,-0.21682679393020765,artifact_heavy,15.6113
